image_path,label,group,source,label_file
dataset_grupo_6_reescalado\esp\esp_32_184.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0234.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0073.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0129.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202916_306944.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202237_843433.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_3_reescalado\esp\esp_039.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0471.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0548.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202759_147739.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0156.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_1.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202803_137210.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0130.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_195825_422071.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0076.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_3_reescalado\esp\esp_135.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0101.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0219.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0357.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202916_633226.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202241_288482.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_195742_856792.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202904_530270.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0139.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_3_reescalado\esp\esp_029.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202939_245653.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_118.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0506.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_201137_447707.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0190.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0324.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0311.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0226.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_195631_483458.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0424.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202749_551512.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_203007_460565.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_38.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0437.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0171.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202914_471565.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0040.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_131.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202908_553691.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0485.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_5.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0555.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0193.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0159.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0150.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0005.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202920_904065.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202818_894708.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202320_812324.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202804_672916.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202943_075658.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_91.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_3_reescalado\esp\esp_141.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0463.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_203005_448716.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0272.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202254_840093.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_203004_621336.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0088.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0295.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0290.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0185.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0435.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0021.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_188.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0094.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0085.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0505.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0486.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0387.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0590.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0220.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202835_699396.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_201241_000710.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_200935_921417.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0253.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202318_464240.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0268.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0499.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_68.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0183.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202251_225521.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0583.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0477.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0283.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0256.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0065.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202238_459281.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_200711_890038.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_114.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0191.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0044.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_195943_769312.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202912_923805.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0213.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0001.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0032.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0462.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0081.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0080.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0095.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_3_reescalado\esp\esp_024.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado\esp\etiquetas.txt
dataset_grupo_3_reescalado\esp\esp_125.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202815_614107.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_200956_679129.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_203004_204162.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0470.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0114.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0077.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_3_reescalado\esp\esp_127.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0436.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202805_281978.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0205.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0100.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_65.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202933_511781.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202330_306591.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_13.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202832_520246.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_41.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0373.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_160.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_100.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0336.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0183.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202817_578340.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0276.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0164.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0106.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_60.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0372.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0111.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0074.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0259.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_169.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0402.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202950_294544.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202911_714612.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0235.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_49.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_3_reescalado\esp\esp_023.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0266.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0450.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202826_359320.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0215.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_54.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_3_reescalado\esp\esp_008.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0239.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0585.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0422.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0163.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0149.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_6_reescalado\esp\esp_32_9.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0427.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0581.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202951_296890.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202800_587950.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0067.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202806_921059.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0011.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0217.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0120.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202331_357855.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202913_858223.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0204.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0321.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0189.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0013.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0142.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0533.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_4_reescalado\esp\capture_20260422_202918_004072.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0004.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0067.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_99_reescalado\esp\esp_0131.png,0,dataset_grupo_99_reescalado,esp,dataset_grupo_99_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0566.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0237.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_8_reescalado\esp\esp_0561.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado\esp\etiquetas.txt
dataset_grupo_3_reescalado\esp\esp_056.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado\esp\etiquetas.txt
